,sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
288,SAMS-00000289,2024-04-05,2024,Q2,April,Argentina,South America,Tucumán,Samsung Galaxy Tab S9 FE,Galaxy Tab,128 GB,Silver,No,453.58,5,7,430.9,3016.3,ARS,907,2735784.1,Third-Party Retailer,Samsung Pay,Government,55+,,3.3,Kept
289,SAMS-00000290,2024-06-05,2024,Q2,June,Argentina,South America,Tucumán,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Violet,No,104.57,20,3,83.66,250.98,ARS,907,227638.86,Third-Party Retailer,Gift Card,Business,55+,Feature Phone,3,Kept
290,SAMS-00000291,2024-06-29,2024,Q2,June,Argentina,South America,Tucumán,Samsung Leather Phone Case,Accessories,,White,No,45.88,7,2,42.67,85.34,ARS,907,77403.38,Online (Samsung.com),BNPL (Buy Now Pay Later),Business,18–24,,,Kept
291,SAMS-00000292,2024-07-02,2024,Q3,July,Argentina,South America,Tucumán,Samsung Neo QLED 4K QN85C,Smart TV,,White,No,1718.63,10,4,1546.77,6187.08,ARS,907,5611681.56,Third-Party Retailer,Cash,Individual,25–34,,3.7,Kept
292,SAMS-00000293,2024-07-25,2024,Q3,July,Argentina,South America,Tucumán,Samsung Galaxy Tab S9+,Galaxy Tab,1 TB,Lime,No,989.38,15,1,840.97,840.97,ARS,907,762759.79,Authorized Reseller,Credit Card,Business,25–34,,4.4,Kept
293,SAMS-00000294,2024-08-04,2024,Q3,August,Argentina,South America,Tucumán,Samsung Galaxy Buds 2 Pro,Galaxy Buds,,White,No,237.71,0,2,237.71,475.42,ARS,907,431205.94,Carrier Store,EMI / Installment,Enterprise,45–54,,,Kept
294,SAMS-00000295,2024-08-22,2024,Q3,August,Argentina,South America,Tucumán,Samsung T7 Shield 1TB SSD,Accessories,,Black,No,91.29,0,1,91.29,91.29,ARS,907,82800.03,Corporate / B2B,Credit Card,Individual,25–34,,3.7,Kept
295,SAMS-00000296,2024-10-19,2024,Q4,October,Argentina,South America,Tucumán,Samsung Galaxy Watch 4 Classic,Galaxy Watch,,Silver,No,246.45,2,1,241.52,241.52,ARS,907,219058.64,Third-Party Retailer,Gift Card,Business,45–54,,,Kept
296,SAMS-00000297,2024-10-28,2024,Q4,October,Argentina,South America,Tucumán,Samsung Galaxy S21 FE,Galaxy S,256 GB,Green,No,473.96,20,1,379.17,379.17,ARS,907,343907.19,Third-Party Retailer,BNPL (Buy Now Pay Later),Individual,35–44,Android (Samsung),,Kept
297,SAMS-00000298,2024-10-28,2024,Q4,October,Argentina,South America,Tucumán,Samsung Odyssey Neo G9,Monitor,,White,No,1420.66,2,4,1392.25,5569,ARS,907,5051083,Authorized Reseller,Net Banking,Government,25–34,,,Kept
1502,SAMS-00001503,2021-08-23,2021,Q3,August,Brazil,South America,Belo Horizonte,Samsung Galaxy Buds 2,Galaxy Buds,,Graphite,No,141.19,0,1,141.19,141.19,BRL,4.97,701.71,Carrier Store,Credit Card,Enterprise,25–34,,2.8,Kept
1503,SAMS-00001504,2022-01-15,2022,Q1,January,Brazil,South America,Belo Horizonte,Samsung Galaxy Tab S9+,Galaxy Tab,256 GB,Cream,No,934.66,10,1,841.19,841.19,BRL,4.97,4180.71,E-commerce Platform,Credit Card,Individual,55+,,3.6,Kept
1504,SAMS-00001505,2022-03-12,2022,Q1,March,Brazil,South America,Belo Horizonte,Samsung Galaxy A54 5G,Galaxy A,256 GB,Awesome Violet,Yes,457.23,15,1,388.65,388.65,BRL,4.97,1931.59,Corporate / B2B,Gift Card,Business,45–54,Android (Samsung),,Kept
1505,SAMS-00001506,2022-05-06,2022,Q2,May,Brazil,South America,Belo Horizonte,Samsung Neo QLED 8K QN900C,Smart TV,,Black,No,4647.41,0,2,4647.41,9294.82,BRL,4.97,46195.26,Third-Party Retailer,Net Banking,Business,35–44,,2.9,Kept
1506,SAMS-00001507,2022-06-28,2022,Q2,June,Brazil,South America,Belo Horizonte,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Graphite,No,761.34,5,4,723.27,2893.08,BRL,4.97,14378.61,Online (Samsung.com),Samsung Pay,Government,25–34,,3.3,Kept
1507,SAMS-00001508,2022-07-15,2022,Q3,July,Brazil,South America,Belo Horizonte,Samsung Crystal UHD 43-inch,Smart TV,,Black,No,511.75,3,1,496.4,496.4,BRL,4.97,2467.11,Authorized Reseller,Gift Card,Education,18–24,,2.9,Kept
1508,SAMS-00001509,2022-07-24,2022,Q3,July,Brazil,South America,Belo Horizonte,Samsung M8 4K Smart Monitor,Monitor,,Black,No,711.67,0,2,711.67,1423.34,BRL,4.97,7074,Online (Samsung.com),Cash,Government,55+,,4.8,Kept
1509,SAMS-00001510,2022-07-26,2022,Q3,July,Brazil,South America,Belo Horizonte,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Icy Blue,Yes,665.11,5,1,631.85,631.85,BRL,4.97,3140.29,Samsung Store,Credit Card,Enterprise,25–34,New User,,Kept
1510,SAMS-00001511,2022-07-29,2022,Q3,July,Brazil,South America,Belo Horizonte,Samsung Galaxy Tab A9+,Galaxy Tab,1 TB,Graphite,No,359.71,0,1,359.71,359.71,BRL,4.97,1787.76,E-commerce Platform,Samsung Pay,Individual,45–54,,4.1,Kept
1511,SAMS-00001512,2022-09-19,2022,Q3,September,Brazil,South America,Belo Horizonte,Samsung 25L Microwave,Appliances,,Black,No,199.1,0,7,199.1,1393.7,BRL,4.97,6926.69,Third-Party Retailer,EMI / Installment,Government,25–34,,4.4,Kept
1512,SAMS-00001513,2022-10-05,2022,Q4,October,Brazil,South America,Belo Horizonte,Samsung 9kg Front Load Washer,Appliances,,Silver,No,764.31,0,3,764.31,2292.93,BRL,4.97,11395.86,Authorized Reseller,BNPL (Buy Now Pay Later),Education,55+,,4.1,Kept
1513,SAMS-00001514,2023-02-27,2023,Q1,February,Brazil,South America,Belo Horizonte,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Violet,Yes,409.82,0,1,409.82,409.82,BRL,4.97,2036.81,Samsung Store,Credit Card,Education,45–54,iOS,2.9,Kept
1514,SAMS-00001515,2023-06-13,2023,Q2,June,Brazil,South America,Belo Horizonte,Samsung Galaxy A14,Galaxy A,64 GB,Awesome White,No,175.56,0,2,175.56,351.12,BRL,4.97,1745.07,E-commerce Platform,Gift Card,Individual,18–24,iOS,4.3,Kept
1515,SAMS-00001516,2023-12-29,2023,Q4,December,Brazil,South America,Belo Horizonte,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,128 GB,Lime,No,1233.4,5,6,1171.73,7030.38,BRL,4.97,34940.99,E-commerce Platform,Cash,Enterprise,45–54,,3,Kept
1516,SAMS-00001517,2024-02-10,2024,Q1,February,Brazil,South America,Belo Horizonte,Samsung Neo QLED 4K QN85C,Smart TV,,Black,No,1695.25,15,1,1440.96,1440.96,BRL,4.97,7161.57,Online (Samsung.com),EMI / Installment,Education,18–24,,4.7,Kept
1517,SAMS-00001518,2024-04-09,2024,Q2,April,Brazil,South America,Belo Horizonte,Samsung Galaxy M54 5G,Galaxy M,64 GB,Prism Black,Yes,360.47,0,2,360.47,720.94,BRL,4.97,3583.07,Carrier Store,Gift Card,Enterprise,45–54,Feature Phone,3.9,Kept
1518,SAMS-00001519,2024-06-14,2024,Q2,June,Brazil,South America,Belo Horizonte,Samsung Smart Tag 2,Accessories,,Black,No,29.22,0,1,29.22,29.22,BRL,4.97,145.22,Online (Samsung.com),Credit Card,Enterprise,35–44,,,Kept
1519,SAMS-00001520,2024-06-21,2024,Q2,June,Brazil,South America,Belo Horizonte,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Sapphire,No,400.76,7,3,372.71,1118.13,BRL,4.97,5557.11,Carrier Store,EMI / Installment,Government,18–24,,,Kept
1520,SAMS-00001521,2024-09-03,2024,Q3,September,Brazil,South America,Belo Horizonte,Samsung 45W USB-C Charger,Accessories,,Black,No,47.93,7,3,44.57,133.71,BRL,4.97,664.54,Third-Party Retailer,Debit Card,Government,18–24,,4.2,Returned
1521,SAMS-00001522,2024-10-23,2024,Q4,October,Brazil,South America,Belo Horizonte,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome White,Yes,437.73,0,1,437.73,437.73,BRL,4.97,2175.52,E-commerce Platform,Debit Card,Enterprise,25–34,Android (Other),3,Kept
1522,SAMS-00001523,2021-05-12,2021,Q2,May,Brazil,South America,Belém,Samsung Galaxy Buds 2,Galaxy Buds,,Cream,No,147.02,5,1,139.67,139.67,BRL,4.97,694.16,Corporate / B2B,Debit Card,Education,35–44,,,Kept
1523,SAMS-00001524,2021-05-29,2021,Q2,May,Brazil,South America,Belém,Samsung S Pen (Galaxy S24 Ultra),Accessories,,Navy,Yes,51.48,5,1,48.91,48.91,BRL,4.97,243.08,Carrier Store,Samsung Pay,Education,45–54,,3.8,Kept
1524,SAMS-00001525,2021-08-31,2021,Q3,August,Brazil,South America,Belém,Samsung Galaxy Buds 2,Galaxy Buds,,Graphite,No,153.5,20,1,122.8,122.8,BRL,4.97,610.32,Samsung Store,Net Banking,Government,35–44,,3.3,Kept
1525,SAMS-00001526,2021-11-03,2021,Q4,November,Brazil,South America,Belém,Samsung Galaxy A33 5G,Galaxy A,128 GB,Awesome Peach,Yes,340.16,12,2,299.34,598.68,BRL,4.97,2975.44,E-commerce Platform,Credit Card,Business,35–44,iOS,2.9,Kept
1526,SAMS-00001527,2021-12-02,2021,Q4,December,Brazil,South America,Belém,Samsung Galaxy M04,Galaxy M,256 GB,Dark Blue,No,107.07,0,1,107.07,107.07,BRL,4.97,532.14,Authorized Reseller,Cash,Individual,45–54,Android (Other),4.7,Kept
1527,SAMS-00001528,2022-06-22,2022,Q2,June,Brazil,South America,Belém,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Lime,No,461.65,0,2,461.65,923.3,BRL,4.97,4588.8,E-commerce Platform,EMI / Installment,Education,18–24,,4.6,Kept
1528,SAMS-00001529,2022-07-21,2022,Q3,July,Brazil,South America,Belém,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Graphite,No,171.64,0,8,171.64,1373.12,BRL,4.97,6824.41,Authorized Reseller,Gift Card,Business,18–24,iOS,5,Kept
1529,SAMS-00001530,2022-12-11,2022,Q4,December,Brazil,South America,Belém,Samsung Galaxy M54 5G,Galaxy M,256 GB,Deep Ocean Blue,Yes,327.28,12,2,288.01,576.02,BRL,4.97,2862.82,Carrier Store,Credit Card,Individual,25–34,Android (Other),3.2,Kept
1530,SAMS-00001531,2023-02-07,2023,Q1,February,Brazil,South America,Belém,Samsung 256GB MicroSD Card,Accessories,,Black,No,28.96,3,2,28.09,56.18,BRL,4.97,279.21,Third-Party Retailer,Gift Card,Education,35–44,,4.9,Kept
1531,SAMS-00001532,2023-07-22,2023,Q3,July,Brazil,South America,Belém,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Lime,Yes,1277.84,20,3,1022.27,3066.81,BRL,4.97,15242.05,Online (Samsung.com),Cash,Individual,25–34,Android (Samsung),4.7,Kept
1532,SAMS-00001533,2023-08-23,2023,Q3,August,Brazil,South America,Belém,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Black,No,252.25,0,1,252.25,252.25,BRL,4.97,1253.68,Third-Party Retailer,Credit Card,Government,18–24,New User,3.2,Kept
1533,SAMS-00001534,2023-09-16,2023,Q3,September,Brazil,South America,Belém,Samsung WindFree AC 1.5 Ton,Appliances,,White,No,735.8,20,2,588.64,1177.28,BRL,4.97,5851.08,Authorized Reseller,Debit Card,Government,45–54,,3,Kept
1534,SAMS-00001535,2023-10-08,2023,Q4,October,Brazil,South America,Belém,Samsung Galaxy Buds Live,Galaxy Buds,,Lime,No,151.96,12,2,133.72,267.44,BRL,4.97,1329.18,Third-Party Retailer,Gift Card,Education,25–34,,4.1,Kept
1535,SAMS-00001536,2023-10-10,2023,Q4,October,Brazil,South America,Belém,Samsung M8 4K Smart Monitor,Monitor,,Black,No,698.54,15,5,593.76,2968.8,BRL,4.97,14754.94,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,45–54,,4.9,Kept
1536,SAMS-00001537,2023-12-22,2023,Q4,December,Brazil,South America,Belém,Samsung Galaxy Watch 4,Galaxy Watch,,Gold,No,198.33,0,3,198.33,594.99,BRL,4.97,2957.1,Samsung Store,Net Banking,Individual,25–34,,,Kept
1537,SAMS-00001538,2024-02-24,2024,Q1,February,Brazil,South America,Belém,Samsung OLED S95C 65-inch,Smart TV,,Black,No,2588.62,3,2,2510.96,5021.92,BRL,4.97,24958.94,Online (Samsung.com),Net Banking,Enterprise,35–44,,3.6,Kept
1538,SAMS-00001539,2024-03-08,2024,Q1,March,Brazil,South America,Belém,Samsung Neo QLED 4K QN85C,Smart TV,,Black,No,1910.82,20,2,1528.66,3057.32,BRL,4.97,15194.88,Carrier Store,Samsung Pay,Individual,18–24,,5,Kept
1539,SAMS-00001540,2024-03-13,2024,Q1,March,Brazil,South America,Belém,Samsung The Frame 55-inch,Smart TV,,Black,No,1402.39,0,4,1402.39,5609.56,BRL,4.97,27879.51,Authorized Reseller,Debit Card,Individual,45–54,,3.9,Kept
1540,SAMS-00001541,2024-03-13,2024,Q1,March,Brazil,South America,Belém,Samsung Galaxy Watch 5,Galaxy Watch,,Bora Purple,No,256.38,3,2,248.69,497.38,BRL,4.97,2471.98,Authorized Reseller,Credit Card,Business,55+,,2.8,Kept
1541,SAMS-00001542,2024-05-04,2024,Q2,May,Brazil,South America,Belém,Samsung Smart Tag 2,Accessories,,Silver,No,29.05,12,6,25.56,153.36,BRL,4.97,762.2,Corporate / B2B,Cash,Education,35–44,,4.6,Kept
1542,SAMS-00001543,2024-07-31,2024,Q3,July,Brazil,South America,Belém,Samsung Galaxy Z Flip 4,Galaxy Z,256 GB,Graphite,Yes,843.92,15,5,717.33,3586.65,BRL,4.97,17825.65,E-commerce Platform,Credit Card,Business,55+,iOS,3.8,Kept
1543,SAMS-00001544,2024-09-07,2024,Q3,September,Brazil,South America,Belém,Samsung ViewFinity S9,Monitor,,White,No,1548.15,12,2,1362.37,2724.74,BRL,4.97,13541.96,E-commerce Platform,Cash,Enterprise,45–54,,3.6,Kept
1544,SAMS-00001545,2024-10-18,2024,Q4,October,Brazil,South America,Belém,Samsung Neo QLED 4K QN85C,Smart TV,,Black,No,1645.52,0,1,1645.52,1645.52,BRL,4.97,8178.23,Authorized Reseller,Gift Card,Government,45–54,,4.8,Kept
1545,SAMS-00001546,2024-12-24,2024,Q4,December,Brazil,South America,Belém,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Gray,Yes,1608.01,12,4,1415.05,5660.2,BRL,4.97,28131.19,Carrier Store,Credit Card,Education,25–34,Android (Samsung),4.1,Kept
1546,SAMS-00001547,2021-03-26,2021,Q1,March,Brazil,South America,Brasília,Samsung Galaxy Buds 2 Pro,Galaxy Buds,,Cream,No,230.49,0,4,230.49,921.96,BRL,4.97,4582.14,E-commerce Platform,BNPL (Buy Now Pay Later),Business,25–34,,,Kept
1547,SAMS-00001548,2021-07-20,2021,Q3,July,Brazil,South America,Brasília,Samsung 45W USB-C Charger,Accessories,,Blue,No,48.57,2,1,47.6,47.6,BRL,4.97,236.57,E-commerce Platform,Cash,Education,55+,,,Kept
1548,SAMS-00001549,2021-10-06,2021,Q4,October,Brazil,South America,Brasília,Samsung QE50Q80C QLED 50-inch,Smart TV,,Black,No,903.98,12,8,795.5,6364,BRL,4.97,31629.08,Corporate / B2B,Samsung Pay,Individual,25–34,,4.9,Kept
1549,SAMS-00001550,2021-11-12,2021,Q4,November,Brazil,South America,Brasília,Samsung Galaxy Buds Live,Galaxy Buds,,Bora Purple,No,150.41,7,1,139.88,139.88,BRL,4.97,695.2,E-commerce Platform,BNPL (Buy Now Pay Later),Business,45–54,,3.5,Kept
1550,SAMS-00001551,2021-11-26,2021,Q4,November,Brazil,South America,Brasília,Samsung 870 EVO 1TB SSD,Accessories,,Blue,No,128.87,0,4,128.87,515.48,BRL,4.97,2561.94,Authorized Reseller,Samsung Pay,Business,55+,,,Kept
1551,SAMS-00001552,2021-12-06,2021,Q4,December,Brazil,South America,Brasília,Samsung Galaxy S23+,Galaxy S,1 TB,Green,Yes,1044.44,12,2,919.11,1838.22,BRL,4.97,9135.95,Corporate / B2B,EMI / Installment,Government,18–24,Feature Phone,,Kept
1552,SAMS-00001553,2022-05-08,2022,Q2,May,Brazil,South America,Brasília,Samsung Crystal UHD 43-inch,Smart TV,,White,No,539.92,7,2,502.13,1004.26,BRL,4.97,4991.17,Online (Samsung.com),Samsung Pay,Business,25–34,,4.6,Kept
1553,SAMS-00001554,2022-06-06,2022,Q2,June,Brazil,South America,Brasília,Samsung Galaxy Tab A9,Galaxy Tab,256 GB,Lime,No,215.36,0,1,215.36,215.36,BRL,4.97,1070.34,Corporate / B2B,EMI / Installment,Enterprise,18–24,,4.3,Kept
1554,SAMS-00001555,2023-02-16,2023,Q1,February,Brazil,South America,Brasília,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Silver,No,322.85,7,2,300.25,600.5,BRL,4.97,2984.48,E-commerce Platform,Cash,Government,45–54,,,Returned
1555,SAMS-00001556,2023-03-24,2023,Q1,March,Brazil,South America,Brasília,Samsung 9kg Front Load Washer,Appliances,,Black,No,736.19,0,2,736.19,1472.38,BRL,4.97,7317.73,Online (Samsung.com),Debit Card,Individual,35–44,,,Kept
1556,SAMS-00001557,2023-04-02,2023,Q2,April,Brazil,South America,Brasília,Samsung Galaxy A14,Galaxy A,64 GB,Awesome Black,No,161.02,2,1,157.8,157.8,BRL,4.97,784.27,Samsung Store,Samsung Pay,Government,18–24,iOS,,Kept
1557,SAMS-00001558,2023-07-16,2023,Q3,July,Brazil,South America,Brasília,Samsung Odyssey Neo G9,Monitor,,Black,No,1557.21,3,2,1510.49,3020.98,BRL,4.97,15014.27,Authorized Reseller,Net Banking,Individual,35–44,,3.8,Kept
1558,SAMS-00001559,2023-10-15,2023,Q4,October,Brazil,South America,Brasília,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Graphite,No,107.58,7,2,100.05,200.1,BRL,4.97,994.5,Samsung Store,Debit Card,Individual,45–54,Feature Phone,3,Returned
1559,SAMS-00001560,2023-11-02,2023,Q4,November,Brazil,South America,Brasília,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,512 GB,Silver,No,1237.8,15,1,1052.13,1052.13,BRL,4.97,5229.09,Authorized Reseller,Samsung Pay,Individual,55+,,4.5,Kept
1560,SAMS-00001561,2024-01-27,2024,Q1,January,Brazil,South America,Brasília,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Graphite,No,384.68,2,1,376.99,376.99,BRL,4.97,1873.64,Samsung Store,Gift Card,Business,18–24,,,Kept
1561,SAMS-00001562,2024-03-07,2024,Q1,March,Brazil,South America,Brasília,Samsung Galaxy M04,Galaxy M,128 GB,Icy Blue,No,103.82,12,7,91.36,639.52,BRL,4.97,3178.41,Corporate / B2B,Cash,Individual,35–44,Android (Samsung),2.6,Kept
1562,SAMS-00001563,2024-04-26,2024,Q2,April,Brazil,South America,Brasília,Samsung Galaxy A33 5G,Galaxy A,128 GB,Awesome Graphite,Yes,323.66,10,2,291.29,582.58,BRL,4.97,2895.42,Samsung Store,Samsung Pay,Government,35–44,Android (Other),4.8,Exchanged
1563,SAMS-00001564,2024-05-07,2024,Q2,May,Brazil,South America,Brasília,Samsung Galaxy Watch FE,Galaxy Watch,,Bora Purple,No,200.49,0,2,200.49,400.98,BRL,4.97,1992.87,Samsung Store,EMI / Installment,Individual,35–44,,5,Kept
1564,SAMS-00001565,2024-06-12,2024,Q2,June,Brazil,South America,Brasília,Samsung Galaxy M14 5G,Galaxy M,128 GB,Midnight Blue,Yes,185.69,0,1,185.69,185.69,BRL,4.97,922.88,Third-Party Retailer,Gift Card,Education,35–44,Android (Other),4.8,Kept
1565,SAMS-00001566,2024-06-16,2024,Q2,June,Brazil,South America,Brasília,Samsung Galaxy Tab S9+,Galaxy Tab,256 GB,Silver,No,1027.06,10,3,924.35,2773.05,BRL,4.97,13782.06,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,55+,,3.4,Kept
1566,SAMS-00001567,2024-10-10,2024,Q4,October,Brazil,South America,Brasília,Samsung Galaxy S22+,Galaxy S,128 GB,Titanium Yellow,Yes,942.14,20,2,753.71,1507.42,BRL,4.97,7491.88,Carrier Store,Debit Card,Individual,18–24,Android (Other),4.9,Kept
1567,SAMS-00001568,2024-12-31,2024,Q4,December,Brazil,South America,Brasília,Samsung Galaxy Watch FE,Galaxy Watch,,Bora Purple,No,210.3,0,1,210.3,210.3,BRL,4.97,1045.19,Carrier Store,EMI / Installment,Education,18–24,,2.5,Kept
1568,SAMS-00001569,2021-03-13,2021,Q1,March,Brazil,South America,Campinas,Samsung Neo QLED 4K QN85C,Smart TV,,Black,No,1877.01,10,1,1689.31,1689.31,BRL,4.97,8395.87,Authorized Reseller,Gift Card,Education,25–34,,2.6,Returned
1569,SAMS-00001570,2021-06-18,2021,Q2,June,Brazil,South America,Campinas,Samsung 256GB MicroSD Card,Accessories,,Blue,No,26.97,0,2,26.97,53.94,BRL,4.97,268.08,Samsung Store,Debit Card,Education,45–54,,3.4,Kept
1570,SAMS-00001571,2021-08-16,2021,Q3,August,Brazil,South America,Campinas,Samsung 256GB MicroSD Card,Accessories,,White,No,31.54,0,1,31.54,31.54,BRL,4.97,156.75,E-commerce Platform,Net Banking,Individual,35–44,,4,Kept
1571,SAMS-00001572,2021-11-23,2021,Q4,November,Brazil,South America,Campinas,Samsung 256GB MicroSD Card,Accessories,,Black,No,30.84,12,1,27.14,27.14,BRL,4.97,134.89,E-commerce Platform,BNPL (Buy Now Pay Later),Education,18–24,,,Kept
1572,SAMS-00001573,2022-03-14,2022,Q1,March,Brazil,South America,Campinas,Samsung Galaxy Buds FE,Galaxy Buds,,Graphite,No,93.51,0,1,93.51,93.51,BRL,4.97,464.74,E-commerce Platform,Samsung Pay,Enterprise,45–54,,2.6,Kept
1573,SAMS-00001574,2022-05-12,2022,Q2,May,Brazil,South America,Campinas,Samsung Galaxy A24,Galaxy A,64 GB,Awesome White,No,258.54,7,2,240.44,480.88,BRL,4.97,2389.97,Authorized Reseller,Cash,Enterprise,45–54,New User,4.9,Kept
1574,SAMS-00001575,2022-07-24,2022,Q3,July,Brazil,South America,Campinas,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Graphite,Yes,420.59,15,6,357.5,2145,BRL,4.97,10660.65,Online (Samsung.com),Gift Card,Education,25–34,Feature Phone,3.6,Kept
1575,SAMS-00001576,2022-08-18,2022,Q3,August,Brazil,South America,Campinas,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Lime,No,101.82,2,6,99.78,598.68,BRL,4.97,2975.44,Carrier Store,Debit Card,Government,25–34,Feature Phone,3.2,Kept
1576,SAMS-00001577,2023-05-07,2023,Q2,May,Brazil,South America,Campinas,Samsung Galaxy M34 5G,Galaxy M,128 GB,Waterfall Blue,Yes,259.38,7,2,241.22,482.44,BRL,4.97,2397.73,Carrier Store,BNPL (Buy Now Pay Later),Education,25–34,Android (Samsung),4.4,Kept
1577,SAMS-00001578,2023-07-12,2023,Q3,July,Brazil,South America,Campinas,Samsung French Door Refrigerator,Appliances,,White,No,1753.98,0,1,1753.98,1753.98,BRL,4.97,8717.28,E-commerce Platform,Gift Card,Individual,35–44,,4.1,Returned
1578,SAMS-00001579,2023-07-16,2023,Q3,July,Brazil,South America,Campinas,Samsung Galaxy M04,Galaxy M,64 GB,Prism Black,No,102.6,0,1,102.6,102.6,BRL,4.97,509.92,Samsung Store,BNPL (Buy Now Pay Later),Education,45–54,Android (Samsung),2.8,Kept
1579,SAMS-00001580,2023-08-10,2023,Q3,August,Brazil,South America,Campinas,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Graphite,Yes,1680.65,0,3,1680.65,5041.95,BRL,4.97,25058.49,Third-Party Retailer,Net Banking,Business,45–54,Android (Samsung),3.9,Kept
1580,SAMS-00001581,2024-01-12,2024,Q1,January,Brazil,South America,Campinas,Samsung Galaxy Watch 5,Galaxy Watch,,Sapphire,No,230.7,12,3,203.02,609.06,BRL,4.97,3027.03,E-commerce Platform,EMI / Installment,Individual,55+,,,Kept
1581,SAMS-00001582,2024-02-26,2024,Q1,February,Brazil,South America,Campinas,Samsung Galaxy Buds Live,Galaxy Buds,,Lime,No,139.47,0,2,139.47,278.94,BRL,4.97,1386.33,Authorized Reseller,Cash,Government,35–44,,2.5,Kept
1582,SAMS-00001583,2024-08-15,2024,Q3,August,Brazil,South America,Campinas,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Green,Yes,783.5,0,5,783.5,3917.5,BRL,4.97,19469.97,Corporate / B2B,Net Banking,Individual,25–34,iOS,3,Kept
1583,SAMS-00001584,2024-08-26,2024,Q3,August,Brazil,South America,Campinas,Samsung Galaxy Watch FE,Galaxy Watch,,Cream,No,209.46,3,2,203.18,406.36,BRL,4.97,2019.61,Samsung Store,Samsung Pay,Education,45–54,,4.7,Kept
1584,SAMS-00001585,2024-12-23,2024,Q4,December,Brazil,South America,Campinas,Samsung Galaxy M54 5G,Galaxy M,256 GB,Icy Blue,Yes,367.74,0,3,367.74,1103.22,BRL,4.97,5483,E-commerce Platform,Credit Card,Government,35–44,Feature Phone,4,Kept
1585,SAMS-00001586,2024-12-25,2024,Q4,December,Brazil,South America,Campinas,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Phantom Black,Yes,1072.01,2,2,1050.57,2101.14,BRL,4.97,10442.67,Samsung Store,Debit Card,Enterprise,55+,Android (Samsung),,Kept
1586,SAMS-00001587,2021-01-14,2021,Q1,January,Brazil,South America,Curitiba,Samsung Odyssey Neo G9,Monitor,,White,No,1379.92,3,1,1338.52,1338.52,BRL,4.97,6652.44,Authorized Reseller,Gift Card,Government,35–44,,4.9,Kept
1587,SAMS-00001588,2021-07-29,2021,Q3,July,Brazil,South America,Curitiba,Samsung Neo QLED 8K QN900C,Smart TV,,Beige,No,4692.82,12,3,4129.68,12389.04,BRL,4.97,61573.53,Third-Party Retailer,Cash,Individual,45–54,,2.8,Returned
1588,SAMS-00001589,2021-11-13,2021,Q4,November,Brazil,South America,Curitiba,Samsung Odyssey Neo G9,Monitor,,White,No,1506.97,7,3,1401.48,4204.44,BRL,4.97,20896.07,Corporate / B2B,Samsung Pay,Individual,55+,,4.4,Returned
1589,SAMS-00001590,2021-12-21,2021,Q4,December,Brazil,South America,Curitiba,Samsung Galaxy S23,Galaxy S,256 GB,Graph,Yes,757.19,0,4,757.19,3028.76,BRL,4.97,15052.94,Carrier Store,Credit Card,Individual,18–24,Android (Other),4.6,Kept
1590,SAMS-00001591,2022-03-25,2022,Q1,March,Brazil,South America,Curitiba,Samsung ViewFinity S9,Monitor,,Black,No,1401.24,12,1,1233.09,1233.09,BRL,4.97,6128.46,Online (Samsung.com),EMI / Installment,Individual,45–54,,4.1,Kept
1591,SAMS-00001592,2022-06-26,2022,Q2,June,Brazil,South America,Curitiba,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Lime,Yes,366.5,0,2,366.5,733,BRL,4.97,3643.01,Corporate / B2B,BNPL (Buy Now Pay Later),Business,45–54,Android (Samsung),3.3,Kept
